name,country-code,raa,hda,hid_hex,ip6_prefix
Afghanistan,4,16,0,0040000,2001:0030:0400::/44
Afghanistan,4,16,4096,0041000,2001:0030:0410::/44
Afghanistan,4,16,8192,0042000,2001:0030:0420::/44
Afghanistan,4,16,12288,0043000,2001:0030:0430::/44
Afghanistan,4,17,0,0044000,2001:0030:0440::/44
Afghanistan,4,17,4096,0045000,2001:0030:0450::/44
Afghanistan,4,17,8192,0046000,2001:0030:0460::/44
Afghanistan,4,17,12288,0047000,2001:0030:0470::/44
Afghanistan,4,18,0,0048000,2001:0030:0480::/44
Afghanistan,4,18,4096,0049000,2001:0030:0490::/44
Afghanistan,4,18,8192,004a000,2001:0030:04a0::/44
Afghanistan,4,18,12288,004b000,2001:0030:04b0::/44
Afghanistan,4,19,0,004c000,2001:0030:04c0::/44
Afghanistan,4,19,4096,004d000,2001:0030:04d0::/44
Afghanistan,4,19,8192,004e000,2001:0030:04e0::/44
Afghanistan,4,19,12288,004f000,2001:0030:04f0::/44
Åland Islands,248,992,0,0f80000,2001:0030:f800::/44
Åland Islands,248,992,4096,0f81000,2001:0030:f810::/44
Åland Islands,248,992,8192,0f82000,2001:0030:f820::/44
Åland Islands,248,992,12288,0f83000,2001:0030:f830::/44
Åland Islands,248,993,0,0f84000,2001:0030:f840::/44
Åland Islands,248,993,4096,0f85000,2001:0030:f850::/44
Åland Islands,248,993,8192,0f86000,2001:0030:f860::/44
Åland Islands,248,993,12288,0f87000,2001:0030:f870::/44
Åland Islands,248,994,0,0f88000,2001:0030:f880::/44
Åland Islands,248,994,4096,0f89000,2001:0030:f890::/44
Åland Islands,248,994,8192,0f8a000,2001:0030:f8a0::/44
Åland Islands,248,994,12288,0f8b000,2001:0030:f8b0::/44
Åland Islands,248,995,0,0f8c000,2001:0030:f8c0::/44
Åland Islands,248,995,4096,0f8d000,2001:0030:f8d0::/44
Åland Islands,248,995,8192,0f8e000,2001:0030:f8e0::/44
Åland Islands,248,995,12288,0f8f000,2001:0030:f8f0::/44
Albania,8,32,0,0080000,2001:0030:0800::/44
Albania,8,32,4096,0081000,2001:0030:0810::/44
Albania,8,32,8192,0082000,2001:0030:0820::/44
Albania,8,32,12288,0083000,2001:0030:0830::/44
Albania,8,33,0,0084000,2001:0030:0840::/44
Albania,8,33,4096,0085000,2001:0030:0850::/44
Albania,8,33,8192,0086000,2001:0030:0860::/44
Albania,8,33,12288,0087000,2001:0030:0870::/44
Albania,8,34,0,0088000,2001:0030:0880::/44
Albania,8,34,4096,0089000,2001:0030:0890::/44
Albania,8,34,8192,008a000,2001:0030:08a0::/44
Albania,8,34,12288,008b000,2001:0030:08b0::/44
Albania,8,35,0,008c000,2001:0030:08c0::/44
Albania,8,35,4096,008d000,2001:0030:08d0::/44
Albania,8,35,8192,008e000,2001:0030:08e0::/44
Albania,8,35,12288,008f000,2001:0030:08f0::/44
Algeria,12,48,0,00c0000,2001:0030:0c00::/44
Algeria,12,48,4096,00c1000,2001:0030:0c10::/44
Algeria,12,48,8192,00c2000,2001:0030:0c20::/44
Algeria,12,48,12288,00c3000,2001:0030:0c30::/44
Algeria,12,49,0,00c4000,2001:0030:0c40::/44
Algeria,12,49,4096,00c5000,2001:0030:0c50::/44
Algeria,12,49,8192,00c6000,2001:0030:0c60::/44
Algeria,12,49,12288,00c7000,2001:0030:0c70::/44
Algeria,12,50,0,00c8000,2001:0030:0c80::/44
Algeria,12,50,4096,00c9000,2001:0030:0c90::/44
Algeria,12,50,8192,00ca000,2001:0030:0ca0::/44
Algeria,12,50,12288,00cb000,2001:0030:0cb0::/44
Algeria,12,51,0,00cc000,2001:0030:0cc0::/44
Algeria,12,51,4096,00cd000,2001:0030:0cd0::/44
Algeria,12,51,8192,00ce000,2001:0030:0ce0::/44
Algeria,12,51,12288,00cf000,2001:0030:0cf0::/44
American Samoa,16,64,0,0100000,2001:0030:1000::/44
American Samoa,16,64,4096,0101000,2001:0030:1010::/44
American Samoa,16,64,8192,0102000,2001:0030:1020::/44
American Samoa,16,64,12288,0103000,2001:0030:1030::/44
American Samoa,16,65,0,0104000,2001:0030:1040::/44
American Samoa,16,65,4096,0105000,2001:0030:1050::/44
American Samoa,16,65,8192,0106000,2001:0030:1060::/44
American Samoa,16,65,12288,0107000,2001:0030:1070::/44
American Samoa,16,66,0,0108000,2001:0030:1080::/44
American Samoa,16,66,4096,0109000,2001:0030:1090::/44
American Samoa,16,66,8192,010a000,2001:0030:10a0::/44
American Samoa,16,66,12288,010b000,2001:0030:10b0::/44
American Samoa,16,67,0,010c000,2001:0030:10c0::/44
American Samoa,16,67,4096,010d000,2001:0030:10d0::/44
American Samoa,16,67,8192,010e000,2001:0030:10e0::/44
American Samoa,16,67,12288,010f000,2001:0030:10f0::/44
Andorra,20,80,0,0140000,2001:0030:1400::/44
Andorra,20,80,4096,0141000,2001:0030:1410::/44
Andorra,20,80,8192,0142000,2001:0030:1420::/44
Andorra,20,80,12288,0143000,2001:0030:1430::/44
Andorra,20,81,0,0144000,2001:0030:1440::/44
Andorra,20,81,4096,0145000,2001:0030:1450::/44
Andorra,20,81,8192,0146000,2001:0030:1460::/44
Andorra,20,81,12288,0147000,2001:0030:1470::/44
Andorra,20,82,0,0148000,2001:0030:1480::/44
Andorra,20,82,4096,0149000,2001:0030:1490::/44
Andorra,20,82,8192,014a000,2001:0030:14a0::/44
Andorra,20,82,12288,014b000,2001:0030:14b0::/44
Andorra,20,83,0,014c000,2001:0030:14c0::/44
Andorra,20,83,4096,014d000,2001:0030:14d0::/44
Andorra,20,83,8192,014e000,2001:0030:14e0::/44
Andorra,20,83,12288,014f000,2001:0030:14f0::/44
Angola,24,96,0,0180000,2001:0030:1800::/44
Angola,24,96,4096,0181000,2001:0030:1810::/44
Angola,24,96,8192,0182000,2001:0030:1820::/44
Angola,24,96,12288,0183000,2001:0030:1830::/44
Angola,24,97,0,0184000,2001:0030:1840::/44
Angola,24,97,4096,0185000,2001:0030:1850::/44
Angola,24,97,8192,0186000,2001:0030:1860::/44
Angola,24,97,12288,0187000,2001:0030:1870::/44
Angola,24,98,0,0188000,2001:0030:1880::/44
Angola,24,98,4096,0189000,2001:0030:1890::/44
Angola,24,98,8192,018a000,2001:0030:18a0::/44
Angola,24,98,12288,018b000,2001:0030:18b0::/44
Angola,24,99,0,018c000,2001:0030:18c0::/44
Angola,24,99,4096,018d000,2001:0030:18d0::/44
Angola,24,99,8192,018e000,2001:0030:18e0::/44
Angola,24,99,12288,018f000,2001:0030:18f0::/44
Anguilla,660,2640,0,2940000,2001:0032:9400::/44
Anguilla,660,2640,4096,2941000,2001:0032:9410::/44
Anguilla,660,2640,8192,2942000,2001:0032:9420::/44
Anguilla,660,2640,12288,2943000,2001:0032:9430::/44
Anguilla,660,2641,0,2944000,2001:0032:9440::/44
Anguilla,660,2641,4096,2945000,2001:0032:9450::/44
Anguilla,660,2641,8192,2946000,2001:0032:9460::/44
Anguilla,660,2641,12288,2947000,2001:0032:9470::/44
Anguilla,660,2642,0,2948000,2001:0032:9480::/44
Anguilla,660,2642,4096,2949000,2001:0032:9490::/44
Anguilla,660,2642,8192,294a000,2001:0032:94a0::/44
Anguilla,660,2642,12288,294b000,2001:0032:94b0::/44
Anguilla,660,2643,0,294c000,2001:0032:94c0::/44
Anguilla,660,2643,4096,294d000,2001:0032:94d0::/44
Anguilla,660,2643,8192,294e000,2001:0032:94e0::/44
Anguilla,660,2643,12288,294f000,2001:0032:94f0::/44
Antarctica,10,40,0,00a0000,2001:0030:0a00::/44
Antarctica,10,40,4096,00a1000,2001:0030:0a10::/44
Antarctica,10,40,8192,00a2000,2001:0030:0a20::/44
Antarctica,10,40,12288,00a3000,2001:0030:0a30::/44
Antarctica,10,41,0,00a4000,2001:0030:0a40::/44
Antarctica,10,41,4096,00a5000,2001:0030:0a50::/44
Antarctica,10,41,8192,00a6000,2001:0030:0a60::/44
Antarctica,10,41,12288,00a7000,2001:0030:0a70::/44
Antarctica,10,42,0,00a8000,2001:0030:0a80::/44
Antarctica,10,42,4096,00a9000,2001:0030:0a90::/44
Antarctica,10,42,8192,00aa000,2001:0030:0aa0::/44
Antarctica,10,42,12288,00ab000,2001:0030:0ab0::/44
Antarctica,10,43,0,00ac000,2001:0030:0ac0::/44
Antarctica,10,43,4096,00ad000,2001:0030:0ad0::/44
Antarctica,10,43,8192,00ae000,2001:0030:0ae0::/44
Antarctica,10,43,12288,00af000,2001:0030:0af0::/44
Antigua and Barbuda,28,112,0,01c0000,2001:0030:1c00::/44
Antigua and Barbuda,28,112,4096,01c1000,2001:0030:1c10::/44
Antigua and Barbuda,28,112,8192,01c2000,2001:0030:1c20::/44
Antigua and Barbuda,28,112,12288,01c3000,2001:0030:1c30::/44
Antigua and Barbuda,28,113,0,01c4000,2001:0030:1c40::/44
Antigua and Barbuda,28,113,4096,01c5000,2001:0030:1c50::/44
Antigua and Barbuda,28,113,8192,01c6000,2001:0030:1c60::/44
Antigua and Barbuda,28,113,12288,01c7000,2001:0030:1c70::/44
Antigua and Barbuda,28,114,0,01c8000,2001:0030:1c80::/44
Antigua and Barbuda,28,114,4096,01c9000,2001:0030:1c90::/44
Antigua and Barbuda,28,114,8192,01ca000,2001:0030:1ca0::/44
Antigua and Barbuda,28,114,12288,01cb000,2001:0030:1cb0::/44
Antigua and Barbuda,28,115,0,01cc000,2001:0030:1cc0::/44
Antigua and Barbuda,28,115,4096,01cd000,2001:0030:1cd0::/44
Antigua and Barbuda,28,115,8192,01ce000,2001:0030:1ce0::/44
Antigua and Barbuda,28,115,12288,01cf000,2001:0030:1cf0::/44
Argentina,32,128,0,0200000,2001:0030:2000::/44
Argentina,32,128,4096,0201000,2001:0030:2010::/44
Argentina,32,128,8192,0202000,2001:0030:2020::/44
Argentina,32,128,12288,0203000,2001:0030:2030::/44
Argentina,32,129,0,0204000,2001:0030:2040::/44
Argentina,32,129,4096,0205000,2001:0030:2050::/44
Argentina,32,129,8192,0206000,2001:0030:2060::/44
Argentina,32,129,12288,0207000,2001:0030:2070::/44
Argentina,32,130,0,0208000,2001:0030:2080::/44
Argentina,32,130,4096,0209000,2001:0030:2090::/44
Argentina,32,130,8192,020a000,2001:0030:20a0::/44
Argentina,32,130,12288,020b000,2001:0030:20b0::/44
Argentina,32,131,0,020c000,2001:0030:20c0::/44
Argentina,32,131,4096,020d000,2001:0030:20d0::/44
Argentina,32,131,8192,020e000,2001:0030:20e0::/44
Argentina,32,131,12288,020f000,2001:0030:20f0::/44
Armenia,51,204,0,0330000,2001:0030:3300::/44
Armenia,51,204,4096,0331000,2001:0030:3310::/44
Armenia,51,204,8192,0332000,2001:0030:3320::/44
Armenia,51,204,12288,0333000,2001:0030:3330::/44
Armenia,51,205,0,0334000,2001:0030:3340::/44
Armenia,51,205,4096,0335000,2001:0030:3350::/44
Armenia,51,205,8192,0336000,2001:0030:3360::/44
Armenia,51,205,12288,0337000,2001:0030:3370::/44
Armenia,51,206,0,0338000,2001:0030:3380::/44
Armenia,51,206,4096,0339000,2001:0030:3390::/44
Armenia,51,206,8192,033a000,2001:0030:33a0::/44
Armenia,51,206,12288,033b000,2001:0030:33b0::/44
Armenia,51,207,0,033c000,2001:0030:33c0::/44
Armenia,51,207,4096,033d000,2001:0030:33d0::/44
Armenia,51,207,8192,033e000,2001:0030:33e0::/44
Armenia,51,207,12288,033f000,2001:0030:33f0::/44
Aruba,533,2132,0,2150000,2001:0032:1500::/44
Aruba,533,2132,4096,2151000,2001:0032:1510::/44
Aruba,533,2132,8192,2152000,2001:0032:1520::/44
Aruba,533,2132,12288,2153000,2001:0032:1530::/44
Aruba,533,2133,0,2154000,2001:0032:1540::/44
Aruba,533,2133,4096,2155000,2001:0032:1550::/44
Aruba,533,2133,8192,2156000,2001:0032:1560::/44
Aruba,533,2133,12288,2157000,2001:0032:1570::/44
Aruba,533,2134,0,2158000,2001:0032:1580::/44
Aruba,533,2134,4096,2159000,2001:0032:1590::/44
Aruba,533,2134,8192,215a000,2001:0032:15a0::/44
Aruba,533,2134,12288,215b000,2001:0032:15b0::/44
Aruba,533,2135,0,215c000,2001:0032:15c0::/44
Aruba,533,2135,4096,215d000,2001:0032:15d0::/44
Aruba,533,2135,8192,215e000,2001:0032:15e0::/44
Aruba,533,2135,12288,215f000,2001:0032:15f0::/44
Australia,36,144,0,0240000,2001:0030:2400::/44
Australia,36,144,4096,0241000,2001:0030:2410::/44
Australia,36,144,8192,0242000,2001:0030:2420::/44
Australia,36,144,12288,0243000,2001:0030:2430::/44
Australia,36,145,0,0244000,2001:0030:2440::/44
Australia,36,145,4096,0245000,2001:0030:2450::/44
Australia,36,145,8192,0246000,2001:0030:2460::/44
Australia,36,145,12288,0247000,2001:0030:2470::/44
Australia,36,146,0,0248000,2001:0030:2480::/44
Australia,36,146,4096,0249000,2001:0030:2490::/44
Australia,36,146,8192,024a000,2001:0030:24a0::/44
Australia,36,146,12288,024b000,2001:0030:24b0::/44
Australia,36,147,0,024c000,2001:0030:24c0::/44
Australia,36,147,4096,024d000,2001:0030:24d0::/44
Australia,36,147,8192,024e000,2001:0030:24e0::/44
Australia,36,147,12288,024f000,2001:0030:24f0::/44
Austria,40,160,0,0280000,2001:0030:2800::/44
Austria,40,160,4096,0281000,2001:0030:2810::/44
Austria,40,160,8192,0282000,2001:0030:2820::/44
Austria,40,160,12288,0283000,2001:0030:2830::/44
Austria,40,161,0,0284000,2001:0030:2840::/44
Austria,40,161,4096,0285000,2001:0030:2850::/44
Austria,40,161,8192,0286000,2001:0030:2860::/44
Austria,40,161,12288,0287000,2001:0030:2870::/44
Austria,40,162,0,0288000,2001:0030:2880::/44
Austria,40,162,4096,0289000,2001:0030:2890::/44
Austria,40,162,8192,028a000,2001:0030:28a0::/44
Austria,40,162,12288,028b000,2001:0030:28b0::/44
Austria,40,163,0,028c000,2001:0030:28c0::/44
Austria,40,163,4096,028d000,2001:0030:28d0::/44
Austria,40,163,8192,028e000,2001:0030:28e0::/44
Austria,40,163,12288,028f000,2001:0030:28f0::/44
Azerbaijan,31,124,0,01f0000,2001:0030:1f00::/44
Azerbaijan,31,124,4096,01f1000,2001:0030:1f10::/44
Azerbaijan,31,124,8192,01f2000,2001:0030:1f20::/44
Azerbaijan,31,124,12288,01f3000,2001:0030:1f30::/44
Azerbaijan,31,125,0,01f4000,2001:0030:1f40::/44
Azerbaijan,31,125,4096,01f5000,2001:0030:1f50::/44
Azerbaijan,31,125,8192,01f6000,2001:0030:1f60::/44
Azerbaijan,31,125,12288,01f7000,2001:0030:1f70::/44
Azerbaijan,31,126,0,01f8000,2001:0030:1f80::/44
Azerbaijan,31,126,4096,01f9000,2001:0030:1f90::/44
Azerbaijan,31,126,8192,01fa000,2001:0030:1fa0::/44
Azerbaijan,31,126,12288,01fb000,2001:0030:1fb0::/44
Azerbaijan,31,127,0,01fc000,2001:0030:1fc0::/44
Azerbaijan,31,127,4096,01fd000,2001:0030:1fd0::/44
Azerbaijan,31,127,8192,01fe000,2001:0030:1fe0::/44
Azerbaijan,31,127,12288,01ff000,2001:0030:1ff0::/44
Bahamas,44,176,0,02c0000,2001:0030:2c00::/44
Bahamas,44,176,4096,02c1000,2001:0030:2c10::/44
Bahamas,44,176,8192,02c2000,2001:0030:2c20::/44
Bahamas,44,176,12288,02c3000,2001:0030:2c30::/44
Bahamas,44,177,0,02c4000,2001:0030:2c40::/44
Bahamas,44,177,4096,02c5000,2001:0030:2c50::/44
Bahamas,44,177,8192,02c6000,2001:0030:2c60::/44
Bahamas,44,177,12288,02c7000,2001:0030:2c70::/44
Bahamas,44,178,0,02c8000,2001:0030:2c80::/44
Bahamas,44,178,4096,02c9000,2001:0030:2c90::/44
Bahamas,44,178,8192,02ca000,2001:0030:2ca0::/44
Bahamas,44,178,12288,02cb000,2001:0030:2cb0::/44
Bahamas,44,179,0,02cc000,2001:0030:2cc0::/44
Bahamas,44,179,4096,02cd000,2001:0030:2cd0::/44
Bahamas,44,179,8192,02ce000,2001:0030:2ce0::/44
Bahamas,44,179,12288,02cf000,2001:0030:2cf0::/44
Bahrain,48,192,0,0300000,2001:0030:3000::/44
Bahrain,48,192,4096,0301000,2001:0030:3010::/44
Bahrain,48,192,8192,0302000,2001:0030:3020::/44
Bahrain,48,192,12288,0303000,2001:0030:3030::/44
Bahrain,48,193,0,0304000,2001:0030:3040::/44
Bahrain,48,193,4096,0305000,2001:0030:3050::/44
Bahrain,48,193,8192,0306000,2001:0030:3060::/44
Bahrain,48,193,12288,0307000,2001:0030:3070::/44
Bahrain,48,194,0,0308000,2001:0030:3080::/44
Bahrain,48,194,4096,0309000,2001:0030:3090::/44
Bahrain,48,194,8192,030a000,2001:0030:30a0::/44
Bahrain,48,194,12288,030b000,2001:0030:30b0::/44
Bahrain,48,195,0,030c000,2001:0030:30c0::/44
Bahrain,48,195,4096,030d000,2001:0030:30d0::/44
Bahrain,48,195,8192,030e000,2001:0030:30e0::/44
Bahrain,48,195,12288,030f000,2001:0030:30f0::/44
Bangladesh,50,200,0,0320000,2001:0030:3200::/44
Bangladesh,50,200,4096,0321000,2001:0030:3210::/44
Bangladesh,50,200,8192,0322000,2001:0030:3220::/44
Bangladesh,50,200,12288,0323000,2001:0030:3230::/44
Bangladesh,50,201,0,0324000,2001:0030:3240::/44
Bangladesh,50,201,4096,0325000,2001:0030:3250::/44
Bangladesh,50,201,8192,0326000,2001:0030:3260::/44
Bangladesh,50,201,12288,0327000,2001:0030:3270::/44
Bangladesh,50,202,0,0328000,2001:0030:3280::/44
Bangladesh,50,202,4096,0329000,2001:0030:3290::/44
Bangladesh,50,202,8192,032a000,2001:0030:32a0::/44
Bangladesh,50,202,12288,032b000,2001:0030:32b0::/44
Bangladesh,50,203,0,032c000,2001:0030:32c0::/44
Bangladesh,50,203,4096,032d000,2001:0030:32d0::/44
Bangladesh,50,203,8192,032e000,2001:0030:32e0::/44
Bangladesh,50,203,12288,032f000,2001:0030:32f0::/44
Barbados,52,208,0,0340000,2001:0030:3400::/44
Barbados,52,208,4096,0341000,2001:0030:3410::/44
Barbados,52,208,8192,0342000,2001:0030:3420::/44
Barbados,52,208,12288,0343000,2001:0030:3430::/44
Barbados,52,209,0,0344000,2001:0030:3440::/44
Barbados,52,209,4096,0345000,2001:0030:3450::/44
Barbados,52,209,8192,0346000,2001:0030:3460::/44
Barbados,52,209,12288,0347000,2001:0030:3470::/44
Barbados,52,210,0,0348000,2001:0030:3480::/44
Barbados,52,210,4096,0349000,2001:0030:3490::/44
Barbados,52,210,8192,034a000,2001:0030:34a0::/44
Barbados,52,210,12288,034b000,2001:0030:34b0::/44
Barbados,52,211,0,034c000,2001:0030:34c0::/44
Barbados,52,211,4096,034d000,2001:0030:34d0::/44
Barbados,52,211,8192,034e000,2001:0030:34e0::/44
Barbados,52,211,12288,034f000,2001:0030:34f0::/44
Belarus,112,448,0,0700000,2001:0030:7000::/44
Belarus,112,448,4096,0701000,2001:0030:7010::/44
Belarus,112,448,8192,0702000,2001:0030:7020::/44
Belarus,112,448,12288,0703000,2001:0030:7030::/44
Belarus,112,449,0,0704000,2001:0030:7040::/44
Belarus,112,449,4096,0705000,2001:0030:7050::/44
Belarus,112,449,8192,0706000,2001:0030:7060::/44
Belarus,112,449,12288,0707000,2001:0030:7070::/44
Belarus,112,450,0,0708000,2001:0030:7080::/44
Belarus,112,450,4096,0709000,2001:0030:7090::/44
Belarus,112,450,8192,070a000,2001:0030:70a0::/44
Belarus,112,450,12288,070b000,2001:0030:70b0::/44
Belarus,112,451,0,070c000,2001:0030:70c0::/44
Belarus,112,451,4096,070d000,2001:0030:70d0::/44
Belarus,112,451,8192,070e000,2001:0030:70e0::/44
Belarus,112,451,12288,070f000,2001:0030:70f0::/44
Belgium,56,224,0,0380000,2001:0030:3800::/44
Belgium,56,224,4096,0381000,2001:0030:3810::/44
Belgium,56,224,8192,0382000,2001:0030:3820::/44
Belgium,56,224,12288,0383000,2001:0030:3830::/44
Belgium,56,225,0,0384000,2001:0030:3840::/44
Belgium,56,225,4096,0385000,2001:0030:3850::/44
Belgium,56,225,8192,0386000,2001:0030:3860::/44
Belgium,56,225,12288,0387000,2001:0030:3870::/44
Belgium,56,226,0,0388000,2001:0030:3880::/44
Belgium,56,226,4096,0389000,2001:0030:3890::/44
Belgium,56,226,8192,038a000,2001:0030:38a0::/44
Belgium,56,226,12288,038b000,2001:0030:38b0::/44
Belgium,56,227,0,038c000,2001:0030:38c0::/44
Belgium,56,227,4096,038d000,2001:0030:38d0::/44
Belgium,56,227,8192,038e000,2001:0030:38e0::/44
Belgium,56,227,12288,038f000,2001:0030:38f0::/44
Belize,84,336,0,0540000,2001:0030:5400::/44
Belize,84,336,4096,0541000,2001:0030:5410::/44
Belize,84,336,8192,0542000,2001:0030:5420::/44
Belize,84,336,12288,0543000,2001:0030:5430::/44
Belize,84,337,0,0544000,2001:0030:5440::/44
Belize,84,337,4096,0545000,2001:0030:5450::/44
Belize,84,337,8192,0546000,2001:0030:5460::/44
Belize,84,337,12288,0547000,2001:0030:5470::/44
Belize,84,338,0,0548000,2001:0030:5480::/44
Belize,84,338,4096,0549000,2001:0030:5490::/44
Belize,84,338,8192,054a000,2001:0030:54a0::/44
Belize,84,338,12288,054b000,2001:0030:54b0::/44
Belize,84,339,0,054c000,2001:0030:54c0::/44
Belize,84,339,4096,054d000,2001:0030:54d0::/44
Belize,84,339,8192,054e000,2001:0030:54e0::/44
Belize,84,339,12288,054f000,2001:0030:54f0::/44
Benin,204,816,0,0cc0000,2001:0030:cc00::/44
Benin,204,816,4096,0cc1000,2001:0030:cc10::/44
Benin,204,816,8192,0cc2000,2001:0030:cc20::/44
Benin,204,816,12288,0cc3000,2001:0030:cc30::/44
Benin,204,817,0,0cc4000,2001:0030:cc40::/44
Benin,204,817,4096,0cc5000,2001:0030:cc50::/44
Benin,204,817,8192,0cc6000,2001:0030:cc60::/44
Benin,204,817,12288,0cc7000,2001:0030:cc70::/44
Benin,204,818,0,0cc8000,2001:0030:cc80::/44
Benin,204,818,4096,0cc9000,2001:0030:cc90::/44
Benin,204,818,8192,0cca000,2001:0030:cca0::/44
Benin,204,818,12288,0ccb000,2001:0030:ccb0::/44
Benin,204,819,0,0ccc000,2001:0030:ccc0::/44
Benin,204,819,4096,0ccd000,2001:0030:ccd0::/44
Benin,204,819,8192,0cce000,2001:0030:cce0::/44
Benin,204,819,12288,0ccf000,2001:0030:ccf0::/44
Bermuda,60,240,0,03c0000,2001:0030:3c00::/44
Bermuda,60,240,4096,03c1000,2001:0030:3c10::/44
Bermuda,60,240,8192,03c2000,2001:0030:3c20::/44
Bermuda,60,240,12288,03c3000,2001:0030:3c30::/44
Bermuda,60,241,0,03c4000,2001:0030:3c40::/44
Bermuda,60,241,4096,03c5000,2001:0030:3c50::/44
Bermuda,60,241,8192,03c6000,2001:0030:3c60::/44
Bermuda,60,241,12288,03c7000,2001:0030:3c70::/44
Bermuda,60,242,0,03c8000,2001:0030:3c80::/44
Bermuda,60,242,4096,03c9000,2001:0030:3c90::/44
Bermuda,60,242,8192,03ca000,2001:0030:3ca0::/44
Bermuda,60,242,12288,03cb000,2001:0030:3cb0::/44
Bermuda,60,243,0,03cc000,2001:0030:3cc0::/44
Bermuda,60,243,4096,03cd000,2001:0030:3cd0::/44
Bermuda,60,243,8192,03ce000,2001:0030:3ce0::/44
Bermuda,60,243,12288,03cf000,2001:0030:3cf0::/44
Bhutan,64,256,0,0400000,2001:0030:4000::/44
Bhutan,64,256,4096,0401000,2001:0030:4010::/44
Bhutan,64,256,8192,0402000,2001:0030:4020::/44
Bhutan,64,256,12288,0403000,2001:0030:4030::/44
Bhutan,64,257,0,0404000,2001:0030:4040::/44
Bhutan,64,257,4096,0405000,2001:0030:4050::/44
Bhutan,64,257,8192,0406000,2001:0030:4060::/44
Bhutan,64,257,12288,0407000,2001:0030:4070::/44
Bhutan,64,258,0,0408000,2001:0030:4080::/44
Bhutan,64,258,4096,0409000,2001:0030:4090::/44
Bhutan,64,258,8192,040a000,2001:0030:40a0::/44
Bhutan,64,258,12288,040b000,2001:0030:40b0::/44
Bhutan,64,259,0,040c000,2001:0030:40c0::/44
Bhutan,64,259,4096,040d000,2001:0030:40d0::/44
Bhutan,64,259,8192,040e000,2001:0030:40e0::/44
Bhutan,64,259,12288,040f000,2001:0030:40f0::/44
Bolivia (Plurinational State of),68,272,0,0440000,2001:0030:4400::/44
Bolivia (Plurinational State of),68,272,4096,0441000,2001:0030:4410::/44
Bolivia (Plurinational State of),68,272,8192,0442000,2001:0030:4420::/44
Bolivia (Plurinational State of),68,272,12288,0443000,2001:0030:4430::/44
Bolivia (Plurinational State of),68,273,0,0444000,2001:0030:4440::/44
Bolivia (Plurinational State of),68,273,4096,0445000,2001:0030:4450::/44
Bolivia (Plurinational State of),68,273,8192,0446000,2001:0030:4460::/44
Bolivia (Plurinational State of),68,273,12288,0447000,2001:0030:4470::/44
Bolivia (Plurinational State of),68,274,0,0448000,2001:0030:4480::/44
Bolivia (Plurinational State of),68,274,4096,0449000,2001:0030:4490::/44
Bolivia (Plurinational State of),68,274,8192,044a000,2001:0030:44a0::/44
Bolivia (Plurinational State of),68,274,12288,044b000,2001:0030:44b0::/44
Bolivia (Plurinational State of),68,275,0,044c000,2001:0030:44c0::/44
Bolivia (Plurinational State of),68,275,4096,044d000,2001:0030:44d0::/44
Bolivia (Plurinational State of),68,275,8192,044e000,2001:0030:44e0::/44
Bolivia (Plurinational State of),68,275,12288,044f000,2001:0030:44f0::/44
"Bonaire, Sint Eustatius and Saba",535,2140,0,2170000,2001:0032:1700::/44
"Bonaire, Sint Eustatius and Saba",535,2140,4096,2171000,2001:0032:1710::/44
"Bonaire, Sint Eustatius and Saba",535,2140,8192,2172000,2001:0032:1720::/44
"Bonaire, Sint Eustatius and Saba",535,2140,12288,2173000,2001:0032:1730::/44
"Bonaire, Sint Eustatius and Saba",535,2141,0,2174000,2001:0032:1740::/44
"Bonaire, Sint Eustatius and Saba",535,2141,4096,2175000,2001:0032:1750::/44
"Bonaire, Sint Eustatius and Saba",535,2141,8192,2176000,2001:0032:1760::/44
"Bonaire, Sint Eustatius and Saba",535,2141,12288,2177000,2001:0032:1770::/44
"Bonaire, Sint Eustatius and Saba",535,2142,0,2178000,2001:0032:1780::/44
"Bonaire, Sint Eustatius and Saba",535,2142,4096,2179000,2001:0032:1790::/44
"Bonaire, Sint Eustatius and Saba",535,2142,8192,217a000,2001:0032:17a0::/44
"Bonaire, Sint Eustatius and Saba",535,2142,12288,217b000,2001:0032:17b0::/44
"Bonaire, Sint Eustatius and Saba",535,2143,0,217c000,2001:0032:17c0::/44
"Bonaire, Sint Eustatius and Saba",535,2143,4096,217d000,2001:0032:17d0::/44
"Bonaire, Sint Eustatius and Saba",535,2143,8192,217e000,2001:0032:17e0::/44
"Bonaire, Sint Eustatius and Saba",535,2143,12288,217f000,2001:0032:17f0::/44
Bosnia and Herzegovina,70,280,0,0460000,2001:0030:4600::/44
Bosnia and Herzegovina,70,280,4096,0461000,2001:0030:4610::/44
Bosnia and Herzegovina,70,280,8192,0462000,2001:0030:4620::/44
Bosnia and Herzegovina,70,280,12288,0463000,2001:0030:4630::/44
Bosnia and Herzegovina,70,281,0,0464000,2001:0030:4640::/44
Bosnia and Herzegovina,70,281,4096,0465000,2001:0030:4650::/44
Bosnia and Herzegovina,70,281,8192,0466000,2001:0030:4660::/44
Bosnia and Herzegovina,70,281,12288,0467000,2001:0030:4670::/44
Bosnia and Herzegovina,70,282,0,0468000,2001:0030:4680::/44
Bosnia and Herzegovina,70,282,4096,0469000,2001:0030:4690::/44
Bosnia and Herzegovina,70,282,8192,046a000,2001:0030:46a0::/44
